DATA_ID,MARKET,SCHEDULED_DELIVERY_DATE,DELIVERY_CREATE_DATE,VEHICLE_TYPE,CUSTOMER_ORDER_NUMBER,WORK_ORDER_NUMBER,SPECIAL_ORDER,FLOC,UNATTENDED_FLAG,WINDOW_START,WINDOW_END,QUANTITY,VOLUME_CUBEFT,WEIGHT,PALLET,DLVRY_RISK_DECILE,DLVRY_RISK_BUCKET,DLVRY_RISK_PERCENTILE,CUSTOMER_NOTES,CUSTOMER_NOTES_LLM_SUMMARY,HISTORIC_NOTES_LLM_SUMMARY,HISTORIC_NOTES_W_LABELS,RI_GENERATE_DATETIME,CUSTOMER_ID,OSR_ID,ADDRESS_ID,WEATHER_ID
3552,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20168177,142061297,False,5928,True,6:00:00,20:00:00,2.0,2.7,160.0,1.0,2,HIGH,80,,,"*** Deliver to the back of Residency and Spring Hill Suites Hotel.
*** Hotel layout and parking require pre-delivery investigation.",MCT: Deliver to the back of Residency and Spring Hill Suites Hotel. | Dispatch: Hotel layout and parking require pre-delivery investigation.,2025-06-02 14:07:36.663113,3627,,3969,38
3681,CHICAGO,2025-06-06,2025-06-03,FLAT,WN20168177,142061297,False,5928,True,6:00:00,20:00:00,2.0,2.7,160.0,1.0,2,HIGH,87,Please call 2867655487 before delivery,,,,2025-06-05 11:42:28.803273,3628,,3970,40
3017,CHICAGO,2025-06-06,2025-06-01,FLAT,WN20168314,141954258,False,5928,True,6:00:00,20:00:00,4.0,5.4,216.0,4.0,5,MEDIUM,52,,,,,2025-06-05 11:42:28.803273,3629,,3971,40
2248,CHICAGO,2025-06-03,2025-06-01,FLAT,WN20191223,141965579,False,5928,True,6:00:00,20:00:00,26.0,11.5,1209.6,4.0,3,HIGH,70,,,,,2025-06-02 14:07:36.663113,3630,,580,40
370,CHICAGO,2025-06-03,2025-06-01,FLAT,WN20197058,141969584,False,5928,False,6:00:00,20:00:00,63.0,44.1,2548.4,1.0,4,MEDIUM,60,,,,,2025-06-02 14:07:36.663113,3631,29.0,3194,40
5943,CHICAGO,2025-06-03,2025-06-01,FLAT,WN20197708,141969895,False,5928,True,6:00:00,20:00:00,80.0,4.0,73.6,3.0,4,MEDIUM,62,Drop underneath the car port. Closest to the garage.,"*** Deliver package under carport, near garage.",,,2025-06-02 14:07:36.663113,822,,3972,38
1292,CHICAGO,2025-06-05,2025-06-01,FLAT,WN20200933,141971850,True,5928,True,6:00:00,20:00:00,7.0,5.5,225.7,5.0,4,MEDIUM,64,,,,,2025-06-04 14:11:39.565891,1400,,3973,40
4268,CHICAGO,2025-06-03,2025-06-01,FLAT,WN20208227,141976681,False,5928,True,6:00:00,20:00:00,188.0,49.8,2603.8,3.0,8,LOW,21,call customer before delivery 8208073045,,,,2025-06-02 14:07:36.663113,3632,,3974,38
4002,CHICAGO,2025-06-13,2025-06-01,FLAT,WN20211386,141979279,False,5928,True,6:00:00,20:00:00,32.0,35.1,1269.0,2.0,5,MEDIUM,54,,,,,2025-06-12 12:13:32.908974,3633,,196,40
4139,CHICAGO,2025-06-20,2025-06-13,FLAT,WN20211386,141979279,False,5928,True,6:00:00,20:00:00,32.0,35.1,1269.0,2.0,4,MEDIUM,67,Please call 30mins PRIOR to delivery THANK YOU,,,,2025-06-19 12:03:13.267335,3634,,3975,40
4528,CHICAGO,2025-06-03,2025-06-01,FLAT,WN20242208,142002508,False,5928,True,6:00:00,20:00:00,59.0,21.6,1100.5,2.0,7,MEDIUM,29,,,"*** Deliver to rear dock.
*** Parking limited; expect address confusion.",MCT: Deliver to rear dock. | Dispatch: Parking limited; expect address confusion.,2025-06-02 14:07:36.663113,3635,,3035,40
5040,CHICAGO,2025-06-06,2025-06-01,FLAT,WN20242788,142003948,False,5928,False,10:00:00,14:00:00,43.0,48.6,2200.0,4.0,7,MEDIUM,34,,,,,2025-06-05 11:42:28.803273,3025,,3976,5
2079,CHICAGO,2025-06-13,2025-06-01,FLAT,WN20246509,142006181,False,5928,False,6:00:00,20:00:00,55.0,46.8,4400.0,2.0,2,HIGH,83,Please call before delivery that he wants set just inside the garage door. Just set it with the Moffit. Please call before and he will be there to assist 7031658682,"*** Deliver inside the garage.
*** Customer will use a Moffit for unloading.
*** Ensure accessibility for delivery.","*** Confirm delivery location (back or front of house) before arrival.
*** Ensure clear driveway access.",MCT: Confirm delivery location (back or front of house) before arrival. | MCT: Ensure clear driveway access.,2025-06-12 12:13:32.908974,3636,,2860,40
396,CHICAGO,2025-06-06,2025-06-01,FLAT,WN20257253,142014976,False,5928,True,6:00:00,20:00:00,223.0,48.9,6320.0,2.0,10,LOW,3,please deliver to left side of house.  6332806569,"*** Deliver to the left side of the house.
*** Delivery considerations noted.",,,2025-06-05 11:42:28.803273,3637,,3977,40
469,CHICAGO,2025-06-05,2025-06-01,FLAT,WN20273854,142027822,False,5928,True,6:00:00,20:00:00,22.0,10.1,495.0,3.0,2,HIGH,86,Please call customer prior to delivery for drop off instructions 5375334466,,,,2025-06-04 14:11:39.565891,3638,,3978,38
1575,CHICAGO,2025-06-03,2025-06-01,FLAT,WN20273910,142029928,False,5928,False,6:00:00,20:00:00,8.0,2.8,96.0,1.0,3,HIGH,73,,,,,2025-06-02 14:07:36.663113,987,2.0,49,40
4347,CHICAGO,2025-06-07,2025-06-01,FLAT,WN20274072,142028163,False,5928,False,6:00:00,20:00:00,112.0,149.1,4823.4,3.0,6,MEDIUM,44,If possible PLEASE drop around in back. Clear path,"*** Deliver to the back of the property.
*** Investigate road, driveway, parking, and building access before delivery.",,,2025-06-06 11:47:07.917168,3639,,3979,38
5387,CHICAGO,2025-06-03,2025-06-01,FLAT,WN20276320,142029668,False,5928,True,6:00:00,20:00:00,5.0,3.9,155.0,4.0,2,HIGH,86,,,,,2025-06-02 14:07:36.663113,3299,,3980,40
1109,CHICAGO,2025-06-03,2025-06-01,FLAT,WN20277876,142032067,False,5928,True,6:00:00,20:00:00,13.0,23.1,845.0,4.0,7,MEDIUM,33,PO 1847499 -- Please call First -- Brad Wenzel 6676291923,,"*** Investigate back entrance access (""DROP IN THE BACK PER CUSTOMER BY DOOR Q"").
*** Ensure delivery location is at the back entrance by door Q.
*** Confirm availability of parking spaces and driveway access.","MCT: Investigate back entrance access (""DROP IN THE BACK PER CUSTOMER BY DOOR Q""). | MCT: Ensure delivery location is at the back entrance by door Q. | MCT: Confirm availability of parking spaces and driveway access.",2025-06-02 14:07:36.663113,3640,,2564,38
910,CHICAGO,2025-06-03,2025-06-01,FLAT,WN20279406,142031615,False,5928,True,6:00:00,20:00:00,75.0,34.5,900.0,3.0,7,MEDIUM,32,please call 7031830931 and 4644546809 1/2 hour before delivery to the house...Thanks,"*** Ensure proper gate access for delivery.
*** Follow specific delivery instructions.",,,2025-06-02 14:07:36.663113,1174,22.0,3981,40
4865,CHICAGO,2025-06-03,2025-06-01,FLAT,WN20281778,142034046,False,5928,True,6:00:00,20:00:00,40.0,16.0,2000.0,1.0,1,HIGH,99,,,,,2025-06-02 14:07:36.663113,1996,,3982,38
2524,CHICAGO,2025-06-03,2025-06-01,FLAT,WN20281793,142034233,False,5928,True,6:00:00,20:00:00,10.0,4.6,225.0,3.0,3,HIGH,79,,,,,2025-06-02 14:07:36.663113,1142,46.0,3354,38
2811,CHICAGO,2025-06-03,2025-06-01,FLAT,WN20282605,142034072,True,5928,True,6:00:00,20:00:00,39.0,18.7,577.1,3.0,1,HIGH,94,Please call customer prior delivery.,,,,2025-06-02 14:07:36.663113,3641,,3983,40
2695,CHICAGO,2025-06-03,2025-06-01,FLAT,WN20285286,142036523,False,5928,True,6:00:00,20:00:00,125.0,32.7,1416.6,4.0,7,MEDIUM,37,5558748581,,"*** Recipient must be present.
*** Delivery location: garage or inside.",MCT: Delivery location: garage or inside.,2025-06-02 14:07:36.663113,3642,,3984,34
4249,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20287584,142038194,False,5928,True,6:00:00,20:00:00,82.0,34.8,2031.2,3.0,6,MEDIUM,47,,,"*** Use alley access to back garden.
*** Place items in the back garden.",Driver: Use alley access to back garden. | MCT: Place items in the back garden.,2025-06-02 14:07:36.663113,1178,,3985,40
1086,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20290895,142040523,False,5928,True,6:00:00,20:00:00,147.0,25.2,1149.6,3.0,9,LOW,10,Delivery in Alley into the garage,"*** Deliver to garage through alley.
*** Alley access; width and parking unknown.",,,2025-06-02 14:07:36.663113,3643,,740,40
5499,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20297070,142044012,False,5928,True,6:00:00,20:00:00,29.0,13.2,579.6,3.0,7,MEDIUM,35,PLEASE CALL 30 MINUTES AHEAD,,,,2025-06-02 14:07:36.663113,3644,,3986,38
3869,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20297635,142043892,False,5928,True,6:00:00,20:00:00,72.0,24.6,851.2,2.0,4,MEDIUM,67,,,,,2025-06-02 14:07:36.663113,281,,2965,38
998,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20298236,142044199,False,5928,True,6:00:00,20:00:00,75.0,23.4,993.5,3.0,6,MEDIUM,41,call cx prior to drop off,,,,2025-06-02 14:07:36.663113,109,,3987,38
2099,CHICAGO,2025-06-04,2025-06-03,FLAT,WN20298236,142189998,False,5928,True,6:00:00,20:00:00,27.0,14.5,724.4,4.0,4,MEDIUM,63,Please place materials in the driveway near the garage. Thanks,*** Leave packages in the driveway near the garage.,,,2025-06-03 16:31:28.598696,3645,,3988,40
91,CHICAGO,2025-06-04,2025-06-03,FLAT,WN20298236,142190129,False,5928,True,6:00:00,20:00:00,22.0,0.9,35.2,1.0,4,MEDIUM,65,,"*** Previous delivery attempt refused.
*** Customer rescheduled delivery for Thursday.
*** Address accessibility details unknown.","*** Dock delivery required to ABT Electronics.
*** Ensure precise coordination due to inconsistent dock assignments.
*** Confirm readiness and location with multiple contact persons.",MCT: Ensure precise coordination due to inconsistent dock assignments. | MCT: Confirm readiness and location with multiple contact persons.,2025-06-03 16:31:28.598696,3646,,3989,38
4357,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20299565,142045203,False,5928,True,6:00:00,20:00:00,61.0,37.9,1585.0,3.0,6,MEDIUM,42,,,"*** Deliver to the yard.
*** Check order contents for damage or discrepancies before delivery.",MCT: Deliver to the yard.,2025-06-02 14:07:36.663113,3647,,3990,40
2345,CHICAGO,2025-06-05,2025-06-02,FLAT,WN20299565,142045203,False,5928,True,6:00:00,20:00:00,61.0,37.9,1585.0,3.0,5,MEDIUM,56,,,*** Place pallet on lawn as per customer request.,,2025-06-04 14:11:39.565891,3464,,3049,40
2070,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20299659,142046042,False,5928,True,6:00:00,20:00:00,14.0,6.8,280.0,3.0,4,MEDIUM,60,,,,,2025-06-02 14:07:36.663113,3648,,4718,40
4811,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20300800,142045399,False,5928,True,6:00:00,20:00:00,52.0,11.7,660.3,2.0,4,MEDIUM,64,,,,,2025-06-02 14:07:36.663113,3649,,3991,40
2636,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20309028,142049846,False,5928,True,6:00:00,20:00:00,60.0,30.0,1303.2,3.0,6,MEDIUM,45,,,,,2025-06-02 14:07:36.663113,2839,,3992,40
3472,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20312917,142051622,False,5928,True,6:00:00,20:00:00,18.0,16.0,605.0,3.0,1,HIGH,95,,,,,2025-06-02 14:07:36.663113,3650,,3070,40
4464,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20314951,142052802,False,5928,True,6:00:00,20:00:00,11.0,5.6,396.7,4.0,4,MEDIUM,67,,,,,2025-06-02 14:07:36.663113,3651,,3993,40
34,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20315408,142052469,False,5928,False,6:00:00,10:00:00,458.0,718.1,25974.4,12.0,10,LOW,1,Please call Jarek 30 minutes prior delivery 4605172967. Thank you!,*** Confirm delivery address details before departure.,,,2025-06-02 09:57:17.843166,303,27.0,2584,34
4487,CHICAGO,2025-06-04,2025-06-02,FLAT,WN20326275,142058147,False,5928,True,6:00:00,20:00:00,2.0,4.0,154.0,2.0,1,HIGH,96,,,,,2025-06-03 16:31:28.598696,3652,,3994,38
3047,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20326515,142057629,False,5928,True,6:00:00,10:00:00,30.0,20.7,900.0,2.0,9,LOW,18,,,,,2025-06-02 14:07:36.663113,3653,,3995,40
5202,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20326570,142058103,False,5928,True,6:00:00,20:00:00,25.0,69.6,1478.7,3.0,4,MEDIUM,65,,,,,2025-06-02 14:07:36.663113,3654,,3996,40
1883,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20328836,142059987,False,5928,True,6:00:00,20:00:00,60.0,25.8,630.0,2.0,1,HIGH,98,,,,,2025-06-02 14:07:36.663113,3655,32.0,3997,40
2275,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20331734,142062165,False,5928,True,6:00:00,20:00:00,180.0,14.4,306.0,3.0,8,LOW,27,,,,,2025-06-02 14:07:36.663113,3550,,3998,38
3923,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20332431,142062687,False,5928,True,6:00:00,20:00:00,5.0,5.1,198.0,3.0,2,HIGH,86,Put lumber in grass near house on the southwest corner,"*** Deliver lumber to the southwest corner of the property.
*** Place lumber in the grass.",,,2025-06-02 14:07:36.663113,3656,,3999,38
4457,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20332918,142063020,False,5928,True,6:00:00,10:00:00,40.0,17.2,2000.0,1.0,7,MEDIUM,35,Please call customer 30 minutes before arrival,,,,2025-06-02 14:07:36.663113,188,17.0,4000,40
3465,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20333045,142063382,False,5928,True,6:00:00,20:00:00,200.0,60.0,1960.0,2.0,3,HIGH,78,Ensure to deliver all of the items in the driveway for the customer call Cust first before delivering 6663805833,,,,2025-06-02 14:07:36.663113,3657,,4001,38
4804,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20333222,142063519,False,5928,False,6:00:00,10:00:00,169.0,235.2,8723.5,4.0,10,LOW,5,,,,,2025-06-02 14:07:36.663113,3658,,4002,38
1212,CHICAGO,2025-06-10,2025-06-03,FLAT,WN20333222,142063519,False,5928,False,6:00:00,10:00:00,169.0,235.2,8723.5,4.0,4,MEDIUM,68,,,,,2025-06-09 11:42:45.457672,3659,,4003,40
705,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20335163,142065167,False,5928,True,10:00:00,14:00:00,25.0,30.9,792.1,2.0,5,MEDIUM,54,,*** Deliver across the doorway/threshold.,,,2025-06-02 14:07:36.663113,3660,,4004,40
5697,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20337049,142066480,False,5928,True,6:00:00,20:00:00,79.0,51.3,4964.6,5.0,1,HIGH,92,,,"*** Deliver after 8:00 AM.
*** Verify order contents upon arrival.",Dispatch: Deliver after 8:00 AM.,2025-06-02 14:07:36.663113,3661,,4005,40
3584,CHICAGO,2025-06-04,2025-06-02,FLAT,WN20338154,142067470,False,5928,True,10:00:00,14:00:00,14.0,7.6,320.4,2.0,3,HIGH,74,,,,,2025-06-03 16:31:28.598696,3092,,4006,40
962,CHICAGO,2025-06-04,2025-06-02,FLAT,WN20341393,142070528,True,5928,True,6:00:00,20:00:00,467.0,241.3,8457.5,4.0,8,LOW,26,,,,,2025-06-03 16:31:28.598696,3662,,4007,40
3341,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20343102,142071008,False,5928,True,6:00:00,20:00:00,1.0,16.0,130.0,4.0,1,HIGH,93,,,,,2025-06-02 14:07:36.663113,1379,,771,40
4817,CHICAGO,2025-06-04,2025-06-02,FLAT,WN20344103,142071859,False,5928,True,6:00:00,20:00:00,48.0,79.0,1798.4,3.0,4,MEDIUM,69,,,,,2025-06-03 16:31:28.598696,3663,,2965,40
5130,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20344140,142072194,False,5928,True,8:00:00,10:00:00,126.0,122.2,5147.1,2.0,10,LOW,2,call 30 minutes ahead of time,,,,2025-06-02 14:07:36.663113,3664,,4008,40
5153,CHICAGO,2025-06-20,2025-06-02,FLAT,WN20344245,142072373,False,5928,True,6:00:00,20:00:00,5.0,38.4,1159.2,3.0,1,HIGH,95,,,,,2025-06-19 12:03:13.267335,3665,,4009,40
3672,CHICAGO,2025-07-03,2025-06-02,FLAT,WN20344245,142072373,False,5928,True,6:00:00,20:00:00,5.0,38.4,1159.2,3.0,1,HIGH,98,,,"*** Confirm exact drop-off location with customer.
*** Assess parking availability.
*** Address potential ambiguity regarding delivery point.",MCT: Confirm exact drop-off location with customer. | Dispatch: Assess parking availability. | MCT: Address potential ambiguity regarding delivery point.,2025-07-02 12:39:53.602346,368,2.0,4010,38
292,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20344402,142072058,False,5928,True,6:00:00,20:00:00,78.0,70.8,649.1,2.0,4,MEDIUM,66,,,,,2025-06-02 14:07:36.663113,3666,,4011,38
491,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20344505,142072046,False,5928,True,6:00:00,20:00:00,5.0,8.4,415.0,2.0,1,HIGH,95,pls call 30 min before delivery at 9605199416,,"*** Deliver to shop/yard, near garage at 3927 N Old Rand Rd; protect pickets.
*** Ensure clear access to the delivery location.","MCT: Deliver to shop/yard, near garage at 8962 N Old Rand Rd; protect pickets. | MCT: Ensure clear access to the delivery location.",2025-06-02 14:07:36.663113,3667,,4012,40
423,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20345809,142073097,False,5928,True,6:00:00,20:00:00,91.0,104.5,1753.6,3.0,3,HIGH,70,,,,,2025-06-02 14:07:36.663113,3668,,4951,40
3348,CHICAGO,2025-06-05,2025-06-02,FLAT,WN20347678,142075143,False,5928,True,10:00:00,14:00:00,120.0,160.8,5184.0,4.0,5,MEDIUM,55,,,,,2025-06-04 14:11:39.565891,975,,4014,40
4381,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20348898,142076288,False,5928,True,6:00:00,20:00:00,70.0,46.9,4200.0,2.0,2,HIGH,86,,,,,2025-06-02 14:07:36.663113,517,,4015,40
3696,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20349178,142076656,False,5928,True,6:00:00,10:00:00,90.0,108.0,4977.0,2.0,6,MEDIUM,48,,,"*** Back delivery preferred, but front or sidewalk acceptable.
*** Avoid walking on the grass.","MCT: Back delivery preferred, but front or sidewalk acceptable. | Driver: Avoid walking on the grass.",2025-06-02 14:07:36.663113,1533,,1398,40
5882,CHICAGO,2025-06-03,2025-06-02,FLAT,WN20350916,142077206,False,5928,True,6:00:00,20:00:00,64.0,48.6,3200.0,1.0,2,HIGH,89,6170801405,,,,2025-06-02 14:07:36.663113,3669,,4016,40
1960,CHICAGO,2025-06-04,2025-06-02,FLAT,WN20351193,142077954,False,5928,True,6:00:00,20:00:00,35.0,16.1,787.5,3.0,4,MEDIUM,64,Please call the customer a half an hour before delivery. Please ask for drop site if needed. Please take pictures of all merchandise for POD. Thank you for all you do!,*** Take photos upon delivery.,,,2025-06-03 16:31:28.598696,3670,,1377,40
2327,CHICAGO,2025-06-06,2025-06-02,FLAT,WN20359898,142085120,False,5928,True,6:00:00,20:00:00,1.0,0.0,1.0,1.0,1,HIGH,100,,,,,2025-06-05 11:42:28.803273,524,,4017,40
2614,CHICAGO,2025-06-07,2025-06-02,FLAT,WN20370037,142092214,False,5928,False,6:00:00,10:00:00,167.0,279.1,9390.6,5.0,5,MEDIUM,50,,,,,2025-06-06 11:47:07.917168,267,17.0,4018,38
2413,CHICAGO,2025-06-04,2025-06-02,FLAT,WN20388724,142107011,False,5928,True,6:00:00,10:00:00,53.0,19.7,1326.6,3.0,10,LOW,7,,,,,2025-06-03 16:31:28.598696,3671,,4019,40
2385,CHICAGO,2025-06-07,2025-06-02,FLAT,WN20392368,142112220,False,5928,False,6:00:00,20:00:00,20.0,26.8,864.0,2.0,1,HIGH,91,PLEASE CALL MIKE PRIOR TO DELIVERY,,,,2025-06-06 11:47:07.917168,3672,,4020,38
1808,CHICAGO,2025-06-05,2025-06-02,FLAT,WN20392991,142111286,False,5928,True,6:00:00,20:00:00,56.0,37.5,3360.0,1.0,2,HIGH,85,please call Dan Hotea  4435301217 for delivery,"*** Confirm accessibility details before arrival.
*** Ensure smooth access for delivery.",,,2025-06-04 14:11:39.565891,3673,,4021,40
2340,CHICAGO,2025-06-04,2025-06-03,FLAT,WN20393219,142168185,False,5928,True,6:00:00,20:00:00,100.0,159.0,3400.0,4.0,2,HIGH,80,,,,,2025-06-03 10:26:40.528691,3674,,4022,38
189,CHICAGO,2025-06-04,2025-06-03,FLAT,WN20393219,1564408A,False,5928,True,6:00:00,20:00:00,100.0,159.0,3400.0,4.0,7,MEDIUM,39,,,,,2025-06-03 16:31:28.598696,3675,,4023,40
3664,CHICAGO,2025-06-04,2025-06-02,FLAT,WN20398639,142115829,False,5928,True,6:00:00,20:00:00,18.0,12.1,1140.1,2.0,9,LOW,12,,,,,2025-06-03 16:31:28.598696,3676,,1427,40
3682,CHICAGO,2025-06-07,2025-06-02,FLAT,WN20408613,142124402,False,5928,False,6:00:00,20:00:00,100.0,59.9,4701.1,3.0,7,MEDIUM,38,,,,,2025-06-06 11:47:07.917168,3677,,4024,40
2850,CHICAGO,2025-06-07,2025-06-02,FLAT,WN20412504,142127648,False,5928,True,6:00:00,20:00:00,59.0,27.5,1004.7,2.0,3,HIGH,78,,,"*** Deliver to the end of the driveway, front of the back door, on the right side of the garage.
*** Driveway and garage are accessible.","MCT: Deliver to the end of the driveway, front of the back door, on the right side of the garage.",2025-06-06 11:47:07.917168,3678,,4025,38
5319,CHICAGO,2025-06-04,2025-06-02,FLAT,WN20414677,142129842,False,5928,True,6:00:00,20:00:00,60.0,53.4,2430.0,1.0,6,MEDIUM,48,,,,,2025-06-03 16:31:28.598696,3679,,4026,38
1820,CHICAGO,2025-06-05,2025-06-02,FLAT,WN20415110,142129836,False,5928,False,6:00:00,20:00:00,127.0,38.1,3345.0,1.0,10,LOW,8,,,,,2025-06-04 14:11:39.565891,3680,,4027,40
4346,CHICAGO,2025-06-05,2025-06-02,FLAT,WN20423534,142137378,False,5928,True,6:00:00,20:00:00,85.0,113.9,3672.0,2.0,5,MEDIUM,56,call cx prior to drop off,,,,2025-06-04 14:11:39.565891,951,41.0,4028,38
4861,CHICAGO,2025-06-04,2025-06-02,FLAT,WN20428213,142141188,False,5928,True,6:00:00,20:00:00,58.0,40.5,1430.5,2.0,6,MEDIUM,44,Please call ahead.,,,,2025-06-03 16:31:28.598696,3169,,4029,40
3167,CHICAGO,2025-06-05,2025-06-04,FLAT,WN20428213,142287434,False,5928,True,6:00:00,20:00:00,56.0,39.4,1366.8,1.0,3,HIGH,70,,,,,2025-06-04 14:11:39.565891,3681,,4030,40
2206,CHICAGO,2025-06-04,2025-06-02,FLAT,WN20430108,142142513,False,5928,True,6:00:00,20:00:00,90.0,25.2,3240.0,1.0,9,LOW,17,Dropped off in backyard off the alley.,*** Deliver to the backyard off the alley.,*** Deliver to the back alley.,MCT: Deliver to the back alley.,2025-06-03 16:31:28.598696,3682,,4031,40
313,CHICAGO,2025-06-04,2025-06-02,FLAT,WN20430522,142142851,False,5928,True,6:00:00,20:00:00,70.0,46.9,4200.0,2.0,1,HIGH,97,,,,,2025-06-03 16:31:28.598696,3683,,4598,34
1605,CHICAGO,2025-06-04,2025-06-03,FLAT,WN20435282,142147410,False,5928,True,6:00:00,20:00:00,37.0,29.7,1538.1,5.0,8,LOW,23,,,"*** Muddy site; use customer's lift truck for unloading.
*** Verify order status to avoid duplicate delivery.",Dispatch: Muddy site; use customer's lift truck for unloading.,2025-06-03 16:31:28.598696,3684,,4033,38
271,CHICAGO,2025-06-04,2025-06-03,FLAT,WN20435386,142147257,False,5928,True,6:00:00,10:00:00,147.0,248.3,6812.2,4.0,9,LOW,14,,,,,2025-06-03 16:31:28.598696,3685,12.0,4034,38
3614,CHICAGO,2025-06-04,2025-06-03,FLAT,WN20437360,142148216,False,5928,True,6:00:00,20:00:00,8.0,38.8,696.0,3.0,2,HIGH,83,,,*** Deliver to the first floor.,MCT: Deliver to the first floor.,2025-06-03 16:31:28.598696,264,,4035,40
342,CHICAGO,2025-06-05,2025-06-03,FLAT,WN20441476,142151574,False,5928,True,6:00:00,20:00:00,31.0,36.3,1440.0,2.0,5,MEDIUM,52,Drop at front door,,,,2025-06-04 14:11:39.565891,3581,,4036,40
1277,CHICAGO,2025-06-04,2025-06-03,FLAT,WN20442827,142152128,False,5928,True,6:00:00,20:00:00,130.0,59.7,2845.8,3.0,9,LOW,17,,"*** Delivery expected Saturday.
*** Possible scheduling conflict needs clarification.
*** Address accessibility details unknown.",,,2025-06-03 16:31:28.598696,3686,,4037,40
4133,CHICAGO,2025-06-04,2025-06-03,FLAT,WN20443549,142153032,False,5928,False,6:00:00,10:00:00,100.0,85.0,8000.0,3.0,10,LOW,4,Please call before delivery.,"*** Delivery is scheduled for the correct address.
*** Ensure timely delivery.
*** Contact customer if any issues arise.",,,2025-06-03 16:31:28.598696,3687,,4038,40
5712,CHICAGO,2025-06-04,2025-06-03,FLAT,WN20445080,142155491,False,5928,True,6:00:00,20:00:00,37.0,16.1,814.5,3.0,8,LOW,22,,,,,2025-06-03 16:31:28.598696,3688,,4039,40
694,CHICAGO,2025-06-04,2025-06-03,FLAT,WN20446133,142154805,False,5928,True,6:00:00,20:00:00,31.0,13.7,573.5,4.0,3,HIGH,73,Call 1 hour prior.,,"*** Warehouse has limited space; expect significant unloading delays (40+ minutes).
*** Ensure complete paperwork and avoid overweight trailers.",Dispatch: Warehouse has limited space; expect significant unloading delays (40+ minutes).,2025-06-03 16:31:28.598696,386,9.0,4040,38
5032,CHICAGO,2025-06-04,2025-06-03,FLAT,WN20447827,142159342,False,5928,True,6:00:00,20:00:00,4.0,3.1,124.0,4.0,2,HIGH,86,,,*** Use east-side access; customer unloads with forklift.,Driver: Use east-side access; customer unloads with forklift.,2025-06-03 16:31:28.598696,3689,,4041,40
4854,CHICAGO,2025-06-04,2025-06-03,FLAT,WN20450059,142157365,False,5928,True,6:00:00,20:00:00,23.0,253.0,3174.0,8.0,9,LOW,16,,,,,2025-06-03 16:31:28.598696,3690,,4042,40
2183,CHICAGO,2025-06-04,2025-06-03,FLAT,WN20450707,142157470,False,5928,True,6:00:00,20:00:00,40.0,55.0,2970.3,3.0,7,MEDIUM,34,,,"*** Deliver to front of garage.
*** Ensure availability of parking spaces and driveway access.",MCT: Deliver to front of garage. | MCT: Ensure availability of parking spaces and driveway access.,2025-06-03 16:31:28.598696,3691,,1035,34
1795,CHICAGO,2025-06-04,2025-06-03,FLAT,WN20452453,142158734,False,5928,True,6:00:00,20:00:00,11.0,49.1,902.0,3.0,7,MEDIUM,30,,,,,2025-06-03 16:31:28.598696,1200,,4043,40
3302,CHICAGO,2025-06-04,2025-06-03,FLAT,WN20452597,142159011,False,5928,False,6:00:00,20:00:00,28.0,45.7,2016.8,2.0,5,MEDIUM,49,,,"*** Curbside delivery preferred.
*** Verify driveway/parking access.",MCT: Curbside delivery preferred. | Dispatch: Verify driveway/parking access.,2025-06-03 16:31:28.598696,3692,,4044,40
4234,CHICAGO,2025-06-04,2025-06-03,FLAT,WN20452749,142158767,False,5928,True,6:00:00,20:00:00,34.0,19.8,1028.7,5.0,9,LOW,13,,,,,2025-06-03 16:31:28.598696,3693,,3261,40
